,Unnamed: 0,name,genre_action,genre_adventure,genre_arcade,genre_board games,genre_card,genre_casual,genre_educational,genre_family,genre_fighting,genre_indie,genre_massively multiplayer,genre_platformer,genre_puzzle,genre_rpg,genre_racing,genre_shooter,genre_simulation,genre_sports,genre_strategy,tag_local multiplayer,tag_fantasy,tag_violent,tag_free to play,tag_anime,tag_online multiplayer,tag_great soundtrack,tag_split screen,tag_pixel graphics,tag_story rich,tag_vr,tag_co-op,tag_horror,tag_atmospheric,tag_early access,tag_partial controller support,tag_2d,tag_multiplayer,tag_full controller support,tag_steam cloud,tag_singleplayer,platform_3do,platform_atari,platform_commodore / amiga,platform_sega,platform_neo geo,platform_web,platform_linux,platform_android,platform_nintendo,platform_apple macintosh,platform_ios,platform_xbox,platform_playstation,platform_pc,background_image,esrb_rating.id,owners,price,total_reviews,review_score,released_month,1r,1g,1b,2r,2g,2b,3r,3g,3b,4r,4g,4b,5r,5g,5b
49,49,Renegade Ops,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/games/31b/31b1a1a45ad7103e52eed8ef658209a2.jpg,3,"500,000 .. 1,000,000",1500,2482,0.852538276,9,172.2967819,116.5041716,77.42789035,108.5851472,73.1971831,52.08066581,229.0675676,173.8554054,104.0675676,62.6566416,40.79573935,28.2443609,245.8190045,227.6289593,158.7850679
50,50,System Shock 2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,https://media.rawg.io/media/games/65f/65f661f1487395055ba05e0a95fc0330.jpg,4,"500,000 .. 1,000,000",999,6124,0.944807315,8,36.96592398,52.99868938,46.19266055,100.5462185,102.2044818,100.8907563,12.06425891,12.69465291,16.54409006,172.379085,175.7124183,169.2810458,26.2,180.7333333,78.86153846
51,51,Crash Bandicoot N. Sane Trilogy,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,https://media.rawg.io/media/games/444/4440f674e2bcb257e249a9ab595d8ab6.jpg,2,"500,000 .. 1,000,000",3999,12320,0.928571429,6,21.88732394,36.23431498,26.57234315,207.8006757,218.7128378,210.1689189,165.573854,114.8455008,57.31748727,87.62441315,177.6056338,218.9061033,79.50851064,73.05,60.35319149
52,52,Gears 5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,https://media.rawg.io/media/games/121/1213f8b9b0a26307e672cf51f34882f8.jpg,0,"500,000 .. 1,000,000",3999,18478,0.678698993,9,170.9978046,183.9527991,195.8572997,27.78571429,22.52769679,24.70845481,202.4440789,28.91776316,35.99342105,88.44054054,94.67837838,103.3135135,226.6538751,233.6591422,240.7900677
53,53,Shadowrun: Dragonfall - Director's Cut,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,https://media.rawg.io/media/screenshots/7f8/7f8b58994fc420fefaa5fb9992335a11.jpg,0,"500,000 .. 1,000,000",1499,5474,0.896784801,9,24.18509895,22.59953434,28.03492433,109.3009709,97.74757282,91.85436893,5.940906775,7.358634743,7.521141111,46.62093863,44.86823105,53.30505415,177.5206612,165.9173554,153.3801653
54,54,The LEGO NINJAGO Movie Video Game,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,https://media.rawg.io/media/games/f60/f607e3212c540e3d25c2418c2edb6306.jpg,2,"500,000 .. 1,000,000",1999,4764,0.855373636,9,108.6515837,148.219457,172.5105581,40.65931034,49.2537931,47.83172414,200.6816976,212.4323607,206.7877984,83.65555556,100.010101,109.9888889,193.8186813,129.5274725,39.64285714
55,55,Max Payne 2: The Fall of Max Payne,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/games/6fd/6fd971ffa72faa1758960d25ef6196bc.jpg,0,"500,000 .. 1,000,000",1499,6289,0.944506281,10,254.7048711,254.7048711,254.7048711,1.102425876,1.102425876,1.102425876,127.2105263,127.2105263,127.2105263,200.3703704,200.3703704,200.3703704,70.35,70.35,70.35
56,56,Galactic Civilizations II: Ultimate Edition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://media.rawg.io/media/games/3d8/3d8e76154123ef352d8d3216da061a2d.jpg,0,"500,000 .. 1,000,000",1999,1463,0.756664388,12,46.65436893,22.02912621,14.93462783,134.8839286,126.4017857,119.9732143,74.0369254,38.42727958,27.78146194,245.4166667,225.7638889,105.8472222,84.80514706,56.15073529,64.90257353
57,57,VVVVVV,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,https://media.rawg.io/media/screenshots/6fe/6fe228662a253cd929cc78a103541ee0.jpg,1,"500,000 .. 1,000,000",499,8663,0.962137828,1,4.215211755,6.121002593,2.919619706,135.8324125,190.7495396,112.3701657,12.81002331,34.28496503,31.81876457,64.06993007,114.013986,96.16783217,189.7560976,82.70731707,96.70731707
58,58,Injustice 2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,https://media.rawg.io/media/games/2c8/2c89e43515ed12aee51becc3dcfd8e7e.jpg,0,"500,000 .. 1,000,000",4999,13330,0.856489122,5,96.48863636,121.2613636,99.875,17.26666667,25.53222222,26.69777778,40.50357143,52.98571429,51.89642857,2.418736383,3.289760349,3.425272331,168.972973,203.027027,174.7297297
59,59,Viking: Battle for Asgard,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/games/a1f/a1f93b9b287a0808161a35952635867e.jpg,5,"500,000 .. 1,000,000",1499,2120,0.476415094,3,232.7325581,245.9439124,252.4083447,48.48275862,84.06206897,103.8455172,92.96466431,132.3674912,152.8321555,15.02544031,38.40117417,53.19960861,152.5714286,187.4910714,202.625
60,60,FINAL FANTASY XIII,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/games/943/9432de383089b0a427a3cdf3687b2b73.jpg,0,"500,000 .. 1,000,000",1599,13796,0.740794433,12,210.976489,218.7899687,220.460815,83.51459854,69.89416058,58.8163017,133.6051437,115.6323752,102.5824508,37.03558719,32.03677343,26.53143535,161.8128931,169.591195,169.0628931
61,61,Thomas Was Alone,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,https://media.rawg.io/media/games/6c8/6c8cb4780ce30b76b944cf656e8fff49.jpg,0,"500,000 .. 1,000,000",999,8643,0.941224112,6,21.15148305,29.52383475,38.90307203,73.00719424,94.14628297,118.2038369,0.586580087,0.96969697,1.91991342,119.2115385,142.9730769,172.6615385,45.41535777,61.08027923,76.01396161
62,62,RiME,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,https://media.rawg.io/media/games/5aa/5aa4c12a53bc5f606bf8d92461ec747d.jpg,2,"200,000 .. 500,000",2999,4590,0.903267974,5,67.82208589,136.2474438,201.898773,144.5883777,210.5048426,246.8656174,233.2180974,242.3155452,235.9791183,93.48312611,184.4209591,238.3730018,159.4435146,185.7991632,201.0251046
63,63,Furi,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,https://media.rawg.io/media/games/556/556157feed9ee1f55f2b12b2973e30a3.jpg,4,"500,000 .. 1,000,000",1999,9124,0.907825515,7,28.1590706,43.84986595,89.75335121,110.562201,31.71052632,14.48325359,96.86666667,141.9854167,181.6145833,54.515625,70.85653409,153.6328125,222.3942857,230.7314286,237.8457143
64,64,Tomb Raider: Legend,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,https://media.rawg.io/media/games/53f/53f65f1a0988374c18b5ee3dddbf0399.jpg,3,"200,000 .. 500,000",699,3771,0.881994166,4,181.7960644,89.14669052,71.33452594,47.27462121,18.88162879,22.8967803,253.3280576,247.3741007,229.1467626,103.6349024,42.80022962,42.25258324,239.1646778,175.0190931,136.8353222
65,65,SteamWorld Dig,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,https://media.rawg.io/media/games/e07/e07737df8469bf32d132ba9eaffc3461.jpg,2,"500,000 .. 1,000,000",999,5720,0.936188811,8,147.8798283,104.444206,28.50643777,24.83782166,16.86894075,5.563135847,216.2976744,211.4604651,26.92093023,208.5,212.8214286,223.5833333,73.72918862,52.87038988,17.07165437
66,66,Alpha Protocol,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/games/8b9/8b9e77be7f0f7941b11ae4b21ca2db43.jpg,4,"200,000 .. 500,000",0,4493,0.805030047,4,253.4395897,253.7826748,254.1196809,10.30864198,15.08641975,21.77469136,61.70135747,81.09049774,96.88687783,128.8461538,145.489011,153.9395604,213.253112,218.1452282,220.2323651
67,67,Tomb Raider: Anniversary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,https://media.rawg.io/media/games/e6b/e6b025951f9a72673f41c0588fb85758.jpg,3,"500,000 .. 1,000,000",899,4786,0.823025491,6,138.4688172,86.80645161,43.04516129,4.504738155,2.069825436,1.081296758,195.1825843,146.1235955,84.89044944,223.6042781,203.1283422,158.5828877,69.70017036,39.14310051,20.75809199
68,68,The Vanishing of Ethan Carter,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,https://media.rawg.io/media/games/90c/90caf1fcb836cad70013452f6f239008.jpg,4,"500,000 .. 1,000,000",1999,8407,0.88616629,9,79.6875,49.79411765,30.77818627,23.88662533,22.8768822,26.2081488,131.7550562,88.53707865,61.89775281,178.8886364,135.525,99.96363636,63.62769231,73.15076923,85.76923077
69,69,The Banner Saga,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,https://media.rawg.io/media/games/fa3/fa3dd043cba3a9cbfe3085e75d92bf7e.jpg,0,"500,000 .. 1,000,000",799,14043,0.89147618,1,85.18568665,84.85880077,89.25918762,144.6329412,50.96,28.09882353,37.76091954,34.44597701,36.20574713,180.6038781,192.1024931,204.3185596,150.1443588,153.611773,167.3405746
70,70,Dead Rising 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/games/7e7/7e79e3296a7f64e7535c9e5bb5aa4b53.jpg,4,"500,000 .. 1,000,000",1999,5516,0.773386512,8,72.18588874,89.39891452,105.3147897,222.0851064,209.0718085,180.1569149,121.2391753,170.8,197.6886598,158.7037037,93.97707231,61.72663139,34.91149826,32.28432056,43.68432056
71,71,Race The Sun,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,https://media.rawg.io/media/games/a01/a01b34c722ceec784817381eb1824fa5.jpg,0,"500,000 .. 1,000,000",999,6142,0.938619342,8,119.4957806,196.9124473,223.5833333,49.0767841,74.21770551,126.6910569,213.4912664,241.9148472,249.0458515,89.62383901,127.4195046,171.125387,28.03854875,151.4807256,194.7097506
72,72,Sunset Overdrive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,https://media.rawg.io/media/games/c2e/c2eb6021a2596644b437e943612af25c.jpg,4,"500,000 .. 1,000,000",1999,7669,0.905333159,10,38.78108108,34.16621622,32.50810811,213.5,221.1506718,211.6497121,108.8257669,98.44171779,86.21840491,49.24067164,168.6641791,202.3134328,226.3083512,156.8779443,51.09207709
73,73,Rayman Origins,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,https://media.rawg.io/media/screenshots/375/375f84d018242d7519a230f623981217.jpg,2,"200,000 .. 500,000",1999,2846,0.939915671,11,12.50813008,38.68247516,18.23486902,144.4834123,204.6161137,202.6824645,77.26754386,143.754386,135.0394737,35.27282728,90.5269527,45.44444444,189.0526316,113.4736842,67.18421053
74,74,Need for Speed,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/games/19a/19a512a8c1293c22894b7364e1405ec1.jpg,3,"500,000 .. 1,000,000",2999,10930,0.71116194,11,3.306363636,10.07727273,21.23454545,211.5133418,229.3329098,236.9034307,42.50390625,99.24804688,130.1367188,16.32457143,46.33028571,70.24114286,144.196319,168.6809816,189.006135
75,75,Unreal Gold,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://media.rawg.io/media/screenshots/965/965eab30b4fb8348f24fa017d06d5eed.jpg,4,"200,000 .. 500,000",999,1959,0.893312915,1,7.327655311,15.23346693,26.95791583,194.0072993,157.2603406,166.2603406,38.05958549,42.96891192,62.24525043,131.1297071,124.1736402,149.6276151,88.94774775,85.42162162,92.42162162
76,76,Unravel,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,https://media.rawg.io/media/games/cfe/cfe114c081281960bd79ace5209c0a4a.jpg,1,"200,000 .. 500,000",1999,2423,0.917044986,2,212.2845528,213.4512195,208.7154472,32.81525804,31.04637248,32.09947644,153.6659039,157.9313501,148.6086957,70.602,53.023,51.302,99.27931034,100.1155172,96.8
77,77,Oddworld: New 'n' Tasty,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,https://media.rawg.io/media/games/ba0/ba006ef12175ad4773e5964c320099c4.jpg,3,"200,000 .. 500,000",1999,3021,0.873551804,7,37.73892216,24.77365269,9.524550898,185.2940109,137.0471869,61.75499093,127.8875155,92.64647713,47.18170581,80.37248322,61.15268456,30.91610738,230.3004695,202.6666667,108.4929577
79,79,Spyro Reignited Trilogy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,https://media.rawg.io/media/games/a50/a505bccdcfdc79970a93574c747f6e0d.jpg,2,"500,000 .. 1,000,000",3999,14220,0.952109705,11,71.56436567,56.53824627,44.29477612,217.3747748,158.8072072,71.81621622,115.1328904,115.2591362,122.9285714,156.2464115,72.80143541,48.86483254,206.1962617,193.1158879,171.5495327
80,80,Vanquish,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/games/88a/88af17cc08783ccdd1608ae63c47eeac.jpg,4,"500,000 .. 1,000,000",1999,5304,0.887254902,10,115.15625,132.5340909,158.765625,59.37679426,80.53229665,115.8397129,240.0148571,244.0137143,249.0365714,34.33463035,41.3385214,51.29571984,172.5201192,185.8718331,207.2637854
81,81,Risen,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,https://media.rawg.io/media/games/155/155a7d8f464ef6029e11cc6a9c0f763d.jpg,0,"500,000 .. 1,000,000",999,6978,0.886787045,10,18.28182807,22.14036997,25.22633297,116.1583794,125.8729282,146.8802947,72.32985658,85.80182529,107.8917862,184.16,191.9833333,205.8933333,45.15499533,52.36227824,62.35854342
82,82,Thief Gold,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://media.rawg.io/media/games/934/934db575e66d63f2a6e86a2c688c141b.jpeg,4,"500,000 .. 1,000,000",699,2886,0.922037422,10,13.85652854,10.26778733,12.60437842,163.2291667,210.3020833,216.0416667,61.33557047,109.6241611,163.6241611,69.17056075,28.27570093,12.0864486,28.33062331,48.40921409,80.19241192
83,83,Prototype,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/games/b74/b74b15a48ac7bc37fbb42ee4afcc0b91.jpg,4,"500,000 .. 1,000,000",1999,8018,0.804814168,6,254.4383629,254.3831361,254.3925049,58.55097614,43.38828633,44.00650759,186.928,182.952,183.312,125.4234694,90.05612245,88.59693878,15.33924051,13.38860759,13.84810127
84,84,Trials Fusion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/screenshots/69b/69bb243ea9896ddfc2e051b58e81624d.jpg,0,"200,000 .. 500,000",1999,2018,0.684836472,4,33.65575019,25.67402894,31.43869002,222.4923077,147.3538462,98.68205128,125.7654723,80.12540717,68.75895765,227.2857143,206.7252747,190.3406593,76.99496644,47.35067114,44.95134228
85,85,Mirror's Edge Catalyst,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/games/257/257c497aa4060f4a697ccbf5e99ec230.jpg,3,"500,000 .. 1,000,000",1999,7778,0.838776035,6,38.3318872,43.58785249,63.12147505,139.723301,173,203.5254854,67.96312364,115.5010846,164.3383948,217.2654517,228.3874802,238.4120444,151.8244275,43.80152672,50.0610687
86,86,RUINER,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,https://media.rawg.io/media/games/489/4899fe1e7b65e550ea619db02006ca6c.jpg,4,"500,000 .. 1,000,000",1999,9592,0.901897415,9,60.86419753,21.36562203,24.38081671,242.9319728,119.9297052,114.7891156,175.4663951,30.69857434,40.66802444,97.77403846,47.69471154,57.99759615,6.140116764,4.467889908,5.120934112
87,87,Need for Speed Payback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/games/a57/a57e3c73ca46cbf55b526c828e3545c0.jpg,0,"500,000 .. 1,000,000",2999,9190,0.868770403,11,200.8362069,85.97413793,90.84051724,237.3589894,240.2549941,243.4247944,71.40987654,44.08148148,57.28395062,132.3733974,124.5480769,132.1891026,187.0612245,191.3642072,202.4128728
88,88,Snake Pass,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,https://media.rawg.io/media/games/f15/f15e1dbda32b588a981bbc6b222a4b4c.jpg,1,"200,000 .. 500,000",1999,2545,0.790569745,3,73.55167785,108.7208054,79.02013423,149.4880952,173.6321429,150.0630952,177.9569231,117.4553846,24.89846154,35.55917481,45.97285559,31.97285559,178.73342,235.4759428,233.0273082
89,89,Far Cry Primal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/games/119/119bb59e64c7956171a33df0d35aee6b.jpg,0,"500,000 .. 1,000,000",2999,23207,0.836557935,2,181.6948854,150.287478,102.8342152,52.0185567,36.98350515,21.66391753,243.5482503,240.8038176,236.7910923,121.6908213,93.43478261,59.24516908,220.9111969,206.3333333,173.4800515
90,90,Anomaly: Warzone Earth,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,https://media.rawg.io/media/games/d28/d28e64fd1af23d1846d20b47dfa933f8.jpeg,0,"500,000 .. 1,000,000",999,4145,0.870687575,4,23.34336167,9.188358404,7.562459124,209.0804124,126.3896907,56.28453608,82.29862175,34.58192956,19.85911179,235.4711864,210.4,144.6779661,145.9106583,66.47492163,32.04075235
91,91,Hyper Light Drifter,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,https://media.rawg.io/media/games/578/57885b9590c9a9f80ceea34d147a34c4.jpg,0,"500,000 .. 1,000,000",1999,14754,0.937779585,3,194.6777939,69.80696662,209.8374456,37.17451524,44.81024931,93.82963989,72.41777324,176.4514811,213.3901941,159.6816901,28.37323944,121.4239437,62.14,12.644,39.118
92,92,Outer Wilds,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,https://media.rawg.io/media/games/9f4/9f418898f5415668ca47b5f4ab1ecfeb.jpg,2,"500,000 .. 1,000,000",2499,31791,0.952659558,5,0.672240803,0.945234114,1.243729097,166.2391304,135.2934783,98.57608696,56.19064748,72.71942446,87.83093525,19.86229086,35.2046332,44.18146718,107.8360656,166.1147541,174.2295082
93,93,Serious Sam HD: The Second Encounter,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,https://media.rawg.io/media/screenshots/46a/46ac84997152eaf4f760257a60099231.jpg,4,"100,000 .. 200,000",1999,511,0.904109589,4,68.1559719,27.65948478,9.235128806,95.05275229,75.94724771,58.65137615,174.0048232,43.68810289,12.83440514,232.1647727,226.8977273,182.8977273,243.3549784,183.004329,37.55844156
94,94,South Park: The Fractured But Whole,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,https://media.rawg.io/media/games/63c/63cb04333dea1726e90b38dc3d10258f.jpg,4,"500,000 .. 1,000,000",4999,17225,0.812597968,3,197.4534005,212.2947103,224.4647355,56.0411701,54.96099675,52.1744312,79.31670282,84.65292842,140.8004338,144.7876106,145.420354,158.8915929,16.67387033,17.43418468,20.58742633
95,95,Kane & Lynch 2: Dog Days,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/games/b50/b501727147644474562935f19a60134e.jpg,5,"500,000 .. 1,000,000",999,7285,0.618805765,8,34.73177843,16.82069971,50.31195335,181.0326296,137.1266795,180.3934741,89.83044983,30.69723183,109.9022491,241.8184569,228.7579425,240.0529501,99.26388889,83.74131944,203.953125
96,96,Hellblade: Senua's Sacrifice VR Edition,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://media.rawg.io/media/screenshots/015/015988a097b5a0e78b4ecd631e85daba.jpg,5,"50,000 .. 100,000",2999,1153,0.875108413,7,250.7960619,248.3867792,245.2292546,105.4362416,91.55928412,71.67561521,172.2814499,155.0703625,131.8869936,218.2652284,210.8857868,198.2893401,38.33755274,29.5464135,19.90506329
